-2	0.101757	0.101757	0.101757	0.101757	0.101757	0.101757	0.101757
-1.95	0.0992384	0.0992384	0.0992384	0.0992384	0.0992384	0.0992384	0.0992384
-1.9	0.0967195	0.0967195	0.0967195	0.0967195	0.0967195	0.0967195	0.0967195
-1.85	0.0942005	0.0942005	0.0942005	0.0942005	0.0942005	0.0942005	0.0942005
-1.8	0.0916817	0.0916817	0.0916817	0.0916817	0.0916817	0.0916817	0.0916817
-1.75	0.0891628	0.0891628	0.0891628	0.0891628	0.0891628	0.0891628	0.0891628
-1.7	0.0866439	0.0866439	0.0866439	0.0866439	0.0866439	0.0866439	0.0866439
-1.65	0.084125	0.084125	0.084125	0.084125	0.084125	0.084125	0.084125
-1.6	0.0816061	0.0816061	0.0816061	0.0816061	0.0816061	0.0816061	0.0816061
-1.55	0.0790872	0.0790872	0.0790872	0.0790872	0.0790872	0.0790872	0.0790872
-1.5	0.0765683	0.0765683	0.0765683	0.0765683	0.0782525	0.0757228	0.0757228
-1.45	0.0740494	0.0740494	0.0740494	0.0740494	0.0775621	0.073198	0.073198
-1.4	0.0715305	0.0715305	0.0715305	0.0715305	0.0767039	0.0706065	0.0706799
-1.35	0.0690116	0.0690116	0.0690116	0.0690116	0.0757266	0.0690199	0.0681709
-1.3	0.0664927	0.0664927	0.0664927	0.0664927	0.0746989	0.0675995	0.0656558
-1.25	0.0639738	0.0639738	0.0639738	0.0639738	0.073659	0.0664916	0.0631254
-1.2	0.0614549	0.0614549	0.0614549	0.0614549	0.0726019	0.065343	0.0606003
-1.15	0.058936	0.058936	0.058936	0.058936	0.0715294	0.0641563	0.0580806
-1.1	0.0564171	0.0564171	0.0564171	0.0587399	0.0704497	0.0629744	0.0555683
-1.05	0.0538982	0.0538982	0.0538982	0.0598878	0.0693667	0.0618039	0.0530628
-1	0.0513793	0.0513793	0.0513793	0.0597421	0.068285	0.0606393	0.0505308
-0.95	0.0488604	0.0488604	0.0488604	0.0591823	0.0672029	0.0594755	0.0479954
-0.9	0.0463416	0.0463416	0.0463416	0.0586176	0.0661231	0.0583069	0.0454917
-0.85	0.0438226	0.0438226	0.0438226	0.0580249	0.0650471	0.0571325	0.0429618
-0.8	0.0413037	0.0413037	0.0413037	0.0574772	0.0639759	0.0559527	0.0404658
-0.75	0.0387849	0.0387849	0.0387849	0.0568931	0.0629108	0.0547618	0.0379402
-0.7	0.036266	0.036266	0.036266	0.0563291	0.0618543	0.0535749	0.0354118
-0.65	0.033747	0.033747	0.033747	0.0557459	0.0608079	0.0523926	0.0328805
-0.6	0.0312282	0.0312282	0.0312282	0.0551577	0.0597697	0.0512225	0.0303872
-0.55	0.0287093	0.0287093	0.0287093	0.0545763	0.0587365	0.0500714	0.0278638
-0.5	0.0261904	0.0261904	0.0262254	0.0539976	0.0577061	0.0489405	0.0256522
-0.45	0.0236715	0.0236715	0.026579	0.0534162	0.0566788	0.047828	0.0233739
-0.4	0.0211526	0.0211526	0.028183	0.0528293	0.0556576	0.0467299	0.0210071
-0.35	0.0186337	0.0186337	0.0289082	0.0522384	0.0546458	0.0456434	0.0188623
-0.3	0.0161148	0.0161148	0.0294604	0.0516513	0.0536459	0.0445676	0.0174241
-0.25	0.0135959	0.0135959	0.0300168	0.0510713	0.0526588	0.0435019	0.0165954
-0.2	0.011077	0.011077	0.0305607	0.0505091	0.05169	0.0424527	0.0159215
-0.15	0.00855813	0.00855813	0.0310102	0.0499365	0.0507302	0.0414293	0.0151613
-0.1	0.00603922	0.00855621	0.0316204	0.0494852	0.0498805	0.0405222	0.0143651
-0.05	0.0035203	0.00873085	0.0319601	0.0486431	0.048946	0.0396253	0.0137444
0	0.00199226	0.0100708	0.0334864	0.0490024	0.0486316	0.0393499	0.0125086
0.05	0.00270957	0.0111099	0.0344761	0.0488913	0.0483487	0.0394704	0.0115517
0.1	0.0028582	0.0114799	0.0347758	0.0484167	0.0473045	0.0381086	0.0107333
0.15	0.00300333	0.0119697	0.0350741	0.0480007	0.0464401	0.0374307	0.0116095
0.2	0.00316812	0.0125087	0.0353276	0.047503	0.0455494	0.0365292	0.0133477
0.25	0.00333998	0.0130586	0.0355509	0.0469808	0.0446792	0.0357082	0.0133507
0.3	0.00351781	0.0135818	0.0357473	0.0464364	0.0438198	0.0348925	0.0130797
0.35	0.00369991	0.0140705	0.0359225	0.0458879	0.0429741	0.0341022	0.0129776
0.4	0.00388571	0.0145368	0.0360808	0.0453407	0.042142	0.033334	0.0129496
0.45	0.00407486	0.0149992	0.0362248	0.0447955	0.0413242	0.0325874	0.0129877
0.5	0.00426721	0.0154699	0.0363544	0.0442526	0.0405211	0.0318628	0.0130719
0.55	0.00446267	0.0159532	0.0364683	0.0437135	0.0397334	0.0311608	0.0131943
0.6	0.00466123	0.0164474	0.036565	0.0431667	0.038961	0.030481	0.0133544
0.65	0.0048629	0.0169479	0.0366449	0.0426157	0.038203	0.0298217	0.0135406
0.7	0.0050677	0.0174497	0.0367098	0.042066	0.037458	0.0291827	0.0137388
0.75	0.00527569	0.017949	0.0367618	0.0415197	0.0367244	0.028564	0.0139442
0.8	0.0054869	0.0184436	0.0368009	0.0409768	0.0360018	0.0279654	0.0141537
0.85	0.00570138	0.0189319	0.0368277	0.0404376	0.0352906	0.0273862	0.0143644
0.9	0.00591917	0.0194132	0.0368356	0.0399027	0.0345911	0.0268251	0.0145727
0.95	0.00614031	0.0198867	0.0368384	0.0393716	0.0339034	0.0262818	0.014775
1	0.00636483	0.0203518	0.0368385	0.0388437	0.0332281	0.0257564	0.0149678
1.05	0.00659275	0.020808	0.0368199	0.038318	0.0325657	0.025249	0.0151477
1.1	0.00682409	0.0212549	0.036777	0.0377939	0.0319176	0.0247595	0.0153126
1.15	0.00705883	0.021692	0.0367129	0.0372711	0.0312856	0.0242875	0.015462
1.2	0.00729696	0.0221189	0.0366297	0.0367497	0.0306708	0.0238324	0.0155978
1.25	0.00753845	0.0225354	0.0365287	0.0362305	0.0300742	0.0233938	0.0157226
1.3	0.00778327	0.0229412	0.0364132	0.0357141	0.0294954	0.0229707	0.0158386
1.35	0.00803135	0.023336	0.0362868	0.0352012	0.0289323	0.022562	0.015947
1.4	0.00828264	0.0237198	0.0361524	0.0346925	0.0283819	0.0221663	0.0160474
1.45	0.00853703	0.0240922	0.0360118	0.0341887	0.0278409	0.021783	0.0161391
1.5	0.00879446	0.0244532	0.0358659	0.0336904	0.0273073	0.0214115	0.0162213
1.55	0.0090548	0.0248027	0.0357149	0.033198	0.0267811	0.0210519	0.0162937
1.6	0.00931794	0.0251406	0.0355588	0.0327116	0.0262633	0.0207041	0.0163563
1.65	0.00958377	0.0254668	0.0353971	0.0322308	0.0257555	0.0203678	0.0164092
1.7	0.00985214	0.0257813	0.0352297	0.0317554	0.0252587	0.0200424	0.0164528
1.75	0.0101229	0.026084	0.035056	0.0312847	0.0247733	0.0197273	0.0164879
1.8	0.010396	0.0263751	0.0348757	0.0308183	0.0242989	0.0194217	0.0165151
1.85	0.0106711	0.0266543	0.0346879	0.0303562	0.0238347	0.0191252	0.016535
1.9	0.0109482	0.0269219	0.0344941	0.0298984	0.02338	0.0188376	0.0165479
1.95	0.011227	0.0271778	0.0342998	0.0294457	0.0229346	0.018559	0.0165544
2	0.0115074	0.0274221	0.0340986	0.0289989	0.0224983	0.0182894	0.0165551
2.05	0.0117893	0.0276549	0.033892	0.0285592	0.0220714	0.0180284	0.0165494
2.1	0.0120724	0.0278763	0.0336798	0.0281273	0.0216545	0.0177759	0.0165367
2.15	0.0123565	0.0280863	0.0334622	0.0277036	0.0212479	0.0175317	0.0165179
2.2	0.0126416	0.0282851	0.0332396	0.0272879	0.0208518	0.0172957	0.0164937
2.25	0.0129273	0.0284728	0.0330123	0.0268796	0.0204662	0.0170681	0.0164643
2.3	0.0132136	0.0286494	0.0327808	0.0264774	0.0200911	0.0168489	0.0164301
2.35	0.0135002	0.0288153	0.0325451	0.0260801	0.0197262	0.0166372	0.0163917
