-2	0.0992384	0.0992384	0.0992384	0.0992384	0.0992384
-1.95	0.0967195	0.0967195	0.0967195	0.0967195	0.0967195
-1.9	0.0942006	0.0942006	0.0942006	0.0942006	0.0942006
-1.85	0.0916817	0.0916817	0.0916817	0.0916817	0.0916817
-1.8	0.0891628	0.0891628	0.0891628	0.0891628	0.0891628
-1.75	0.0866439	0.0866439	0.0866439	0.0866439	0.0866439
-1.7	0.084125	0.084125	0.084125	0.084125	0.084125
-1.65	0.0816061	0.0816061	0.0816061	0.0816061	0.0816061
-1.6	0.0790872	0.0790872	0.0790872	0.0790872	0.0790872
-1.55	0.0765683	0.0765683	0.0765683	0.0757233	0.0757233
-1.5	0.0740494	0.0740494	0.0740494	0.0731944	0.0731944
-1.45	0.0715305	0.0715305	0.0715305	0.0706853	0.0706853
-1.4	0.0690116	0.0690116	0.0690116	0.0688383	0.0681608
-1.35	0.0664927	0.0664927	0.0664927	0.0674916	0.0656481
-1.3	0.0639739	0.0639739	0.0639739	0.0664421	0.0631315
-1.25	0.061455	0.061455	0.061455	0.0653593	0.0606018
-1.2	0.0589361	0.0589361	0.0589361	0.0642172	0.0580782
-1.15	0.0564172	0.0564172	0.0564172	0.063045	0.0555599
-1.1	0.0538982	0.0538982	0.0538982	0.0618588	0.0530489
-1.05	0.0513794	0.0513794	0.0531429	0.060671	0.0505452
-1	0.0488604	0.0488604	0.0545054	0.0594858	0.0480143
-0.95	0.0463416	0.0463416	0.0546205	0.058308	0.0454804
-0.9	0.0438227	0.0438227	0.0542298	0.0571387	0.0429776
-0.85	0.0413038	0.0413038	0.0537896	0.0559787	0.0404488
-0.8	0.0387849	0.0387849	0.0533746	0.0548274	0.0379177
-0.75	0.036266	0.036266	0.0529426	0.0536836	0.0354197
-0.7	0.0337471	0.0337471	0.0524902	0.0525445	0.0328937
-0.65	0.0312282	0.0312282	0.0520447	0.051414	0.0303654
-0.6	0.0287093	0.0287093	0.0515869	0.0502944	0.0278737
-0.55	0.0261904	0.0261904	0.0511301	0.0491884	0.0253515
-0.5	0.0236716	0.0236716	0.0506761	0.0480969	0.0228275
-0.45	0.0211527	0.0211527	0.0502202	0.0470188	0.0203012
-0.4	0.0186337	0.0186337	0.0497618	0.0459525	0.0177737
-0.35	0.0161148	0.0161148	0.0493021	0.0448971	0.0152454
-0.3	0.0135959	0.0135959	0.0488395	0.0438525	0.0127593
-0.25	0.011077	0.011077	0.0483832	0.0428233	0.0102411
-0.2	0.00855814	0.00855814	0.0479059	0.0418122	0.00772111
-0.15	0.00603922	0.00683773	0.047559	0.0409105	0.00519307
-0.1	0.00352036	0.00737924	0.0467871	0.0400252	0.00264883
-0.05	0.000437396	0.0084951	0.0472458	0.0398174	0.000152118
0	0.000740161	0.00933802	0.047401	0.0398942	-0.0023814
0.05	0.000770931	0.00971854	0.0470369	0.0385238	-0.00487043
0.1	0.000810717	0.0102155	0.0466612	0.0378269	-0.00739461
0.15	0.000852341	0.0106919	0.0462058	0.0369338	-0.00999527
0.2	0.000895942	0.0111312	0.0457448	0.0361191	-0.0124281
0.25	0.000941165	0.0115318	0.0452795	0.0353089	-0.0147725
0.3	0.000987996	0.0119147	0.044812	0.0345195	-0.0176161
0.35	0.00103641	0.0123015	0.0443415	0.0337497	-0.0196949
0.4	0.00108643	0.0127048	0.0438672	0.0330003	-0.0220154
0.45	0.00113803	0.0131273	0.0433888	0.0322719	-0.0243922
0.5	0.00119124	0.0135658	0.042907	0.0315646	-0.0265795
0.55	0.00124605	0.0140144	0.0424234	0.0308781	-0.0258293
0.6	0.00130247	0.0144682	0.0419409	0.0302111	-0.0207518
0.65	0.0013605	0.0149234	0.0414615	0.0295628	-0.0167903
0.7	0.00142014	0.0153781	0.0409911	0.0289336	-0.0133145
0.75	0.00148139	0.0158312	0.0405158	0.028324	-0.0103473
0.8	0.00154424	0.0162817	0.0400375	0.0277336	-0.00779469
0.85	0.00160869	0.016729	0.0395599	0.0271611	-0.00561099
0.9	0.00167473	0.0171723	0.0390833	0.0266072	-0.00373752
0.95	0.00174236	0.017611	0.0386068	0.0260719	-0.00211326
1	0.00181157	0.0180444	0.0381298	0.0255544	-0.000681614
1.05	0.00188234	0.0184722	0.0376526	0.0250538	0.000600412
1.1	0.00195467	0.0188937	0.0371761	0.0245691	0.00176227
1.15	0.00202855	0.0193087	0.0367014	0.0240997	0.00282226
1.2	0.00210398	0.0197167	0.0362291	0.0236447	0.00379048
1.25	0.00218093	0.0201174	0.03576	0.0232038	0.00467271
1.3	0.00225941	0.0205105	0.0352946	0.0227768	0.00547439
1.35	0.0023394	0.0208957	0.0348329	0.0223635	0.00620337
1.4	0.00242089	0.0212728	0.034375	0.0219639	0.00687014
1.45	0.00250389	0.0216415	0.0339209	0.0215776	0.00748595
1.5	0.00258837	0.0220017	0.0334704	0.021204	0.00806035
1.55	0.00267435	0.022353	0.0330232	0.0208423	0.00859925
1.6	0.00276181	0.0226955	0.0325789	0.0204917	0.00910469
1.65	0.00285075	0.0230289	0.032137	0.0201515	0.0095759
1.7	0.00294118	0.023353	0.0316978	0.0198217	0.010011
1.75	0.00303309	0.0236679	0.031262	0.0195026	0.0104088
1.8	0.00312648	0.0239732	0.0308308	0.0191943	0.0107693
1.85	0.00322136	0.0242691	0.0304056	0.0188969	0.011095
1.9	0.00331774	0.0245554	0.0299874	0.0186099	0.0113899
1.95	0.00341561	0.024832	0.0295767	0.0183328	0.0116592
2	0.00351498	0.025099	0.0291731	0.018065	0.0119084
2.05	0.00361587	0.0253562	0.0287758	0.0178061	0.0121426
2.1	0.00371827	0.0256038	0.0283832	0.0175559	0.0123654
2.15	0.00382221	0.0258416	0.0279938	0.017314	0.0125788
2.2	0.00392768	0.0260696	0.0276064	0.0170793	0.0127834
